icici_code,nse_symbol,company_name,series,isin_code,group,group_source,industry,industry_source,nifty_company_name,nse_macro,nse_sector,nse_industry_info,nse_basic_industry
NAGDHU,NDGL,Naga Dhunseri Group Limited,EQ,INE756C01015,C K Dhanuka Group,corporate_group_repository.xlsx,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
NAGEXP,NAGREEKEXP,Nagreeka Exports Ltd,EQ,INE123B01028,Nagreeka Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
NAGFER,NAGAFERT,Nagarjuna Fert And Chem Ltd,EQ,INE454M01024,Nagarjuna Group,corporate_group_repository.xlsx,Fertilizers,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NAGRE1,NAGREE-RE,Nagreeka Exports Ltd Re,BE,INE123B20010,,,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
NAHCAP,NAHARCAP,Nahar Capital & Fin Serv Ltd,EQ,INE049I01012,Nahar Group,corporate_group_repository.xlsx,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
NAHIND,NAHARINDUS,Nahar Industrial Enterprises,EQ,INE289A01011,Nahar Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
NAHINT,NAHARINTL,Nahar International Ltd,BE,INE360A01010,,,,,,,,,
NAHPOL,NAHARPOLY,Nahar Polyfilms Ltd,EQ,INE308A01027,Nahar Group,corporate_group_repository.xlsx,Packaging,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Packaging
NAHSPI,NAHARSPING,Nahar Spinning Mills Ltd,EQ,INE290A01027,Nahar Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
NAHSUG,NAHARSUGAR,Nahar Sugars & Allied Ind,EQ,INE361A01018,,,,,,,,,
NAKGRO,NGIL,Nakoda Group Of Industries Ltd,EQ,INE236Y01012,Nakoda Group,corporate_group_repository.xlsx,Packaged Foods,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
NAKLIM,NAKODA,Nakoda Limited,BE,INE559B01023,Nakoda Group,corporate_group_repository.xlsx,,,,,,,
NAKRE1,NGIL-RE1,Nakoda Grp Ind Ltd Rights Ent,BE,INE236Y20020,,,Packaged Foods,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
NAKRE2,NGIL-RE2,Nakoda Grp Ind Ltd Rights Ent,BE,INE236Y20038,,,Packaged Foods,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
NALCHE,NALCOCHEM,Ondeo Nalco,EQ,INE582A01019,,,,,,,,,
NALSON,NSIL,Nalwa Sons Investment Ltd,EQ,INE023A01030,Om Prakash Jindal Group,corporate_group_repository.xlsx,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
NAMELE,NAMTECHELE,Namtech Eletronic Devices,EQ,INE607C01010,,,,,,,,,
NANCRE,JAIPURKURT,Nandani Creation Limited,EQ,INE696V01013,artisan Groups,corporate_group_repository.xlsx,Garments & Apparels,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
NANDEN,NDL,Nandan Denim Limited,EQ,INE875G01048,,,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
NANRE1,NANDANI-RE,Nandani Creation Limited Re,BE,INE696V20013,,,Garments & Apparels,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
NARAG,NARMADA,Narmada Agrobase Limited,EQ,INE117Z01011,Narmada Agrobase Group,corporate_group_repository.xlsx,Animal Feed,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
NARCHE,NARMDCHEMA,Narmada Chematur Petroche,EQ,INE693B01012,,,,,,,,,
NARGEL,SHAWGELTIN,Narmada Gelatines Ltd,EQ,INE869A01010,Chhabria M.R. Group,corporate_group_repository.xlsx,,,,,,,
NARHRU,NH,Narayana Hrudayalaya Limited,EQ,INE410P01011,NH Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Narayana Hrudayalaya Ltd.,,,,
NATALU,NATIONALUM,National Aluminium Co Ltd,EQ,INE139A01034,National Aluminium Co. Group,corporate_group_repository.xlsx,Metals & Mining,ind_niftytotalmarket_list.csv,National Aluminium Co. Ltd.,,,,
NATCAP,NATCAPSUQ,Natural Capsules Ltd,EQ,INE936B01015,Natural Capsules Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NATFER,NFL,National Fertilizers Limited,EQ,INE870D01012,National Fertilizers  Group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,National Fertilizers Ltd.,,,,
NATHBI,NATHBIOGEN,Nath Bio Genes India Limited,EQ,INE448G01010,Nath Group,corporate_group_repository.xlsx,Other Agricultural Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NATMIN,NMDC,Nmdc Limited,EQ,INE584A01023,NMDC Group,corporate_group_repository.xlsx,Metals & Mining,ind_niftytotalmarket_list.csv,NMDC Ltd.,,,,
NATPHA,NATCOPHARM,Natco Pharma Limited,EQ,INE987B01026,Natco Pharma Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,NATCO Pharma Ltd.,,,,
NATSTE,NATNLSTEEL,National Steel Agro Industri,BE,INE088B01015,Patanjali Group,corporate_group_repository.xlsx,Iron & Steel Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
NATSYN,IOLN,Iol Netcom Limited,EQ,INE517C01011,,,IT ENABLED SERVICES - SOFTWARE,nse_getSymbolData.basicIndustry,,IT,IT,SOFTWARE,IT ENABLED SERVICES - SOFTWARE
NAVBHA,NAVA,Nava Limited,EQ,INE725A01030,,,Power,ind_niftytotalmarket_list.csv,Nava Ltd.,,,,
NAVBUI,NAVKARURB,Navkar Urbanstructure Limited,EQ,INE268H01044,,,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
NAVCOR,NAVKARCORP,Navkar Corporation Limited,EQ,INE278M01019,Navkar Group,corporate_group_repository.xlsx,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
NAVEDU,NAVNETEDUL,Navneet Education Limited,EQ,INE060A01024,Gala Group,corporate_group_repository.xlsx,Printing & Publication,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication
NAVFLU,NAVINFLUOR,Navin Fluorine International L,EQ,INE048G01026,Padmanabh Mafatlal Group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,Navin Fluorine International Ltd.,,,,
NAVNIF,NAVINIFTY,Navi Nifty 50 Etf,EQ,INF959L01HI3,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NAZTEC,NAZARA,Nazara Technologies Limited,EQ,INE418L01047,,,Media Entertainment & Publication,ind_niftytotalmarket_list.csv,Nazara Technologies Ltd.,,,,
NBCC,NBCC,Nbcc (India) Limited,EQ,INE095N01031,Nbcc (India)  Group,corporate_group_repository.xlsx,Construction,ind_niftytotalmarket_list.csv,NBCC (India) Ltd.,,,,
NBIIND,NBIFIN,N. B. I. Industrial Fin Co Ltd,EQ,INE365I01020,BG/HM Bangur Group,corporate_group_repository.xlsx,Non Banking Financial Company (NBFC),nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NCLIND,NCLIND,Ncl Industries Limited,EQ,INE732C01016,NCL Group,corporate_group_repository.xlsx,Cement & Cement Products,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
NDRAUT,NDRAUTO,Ndr Auto Components Ltd,EQ,INE07OG01012,Ajay Relan Group,corporate_group_repository.xlsx,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NDTRE1,NDTV-RE,New Delhi Television Ltd Re,BE,INE155G20011,,,TV Broadcasting & Software Production,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NDTV,NDTV,New Delhi Television Limited,EQ,INE155G01029,Adani Group,corporate_group_repository.xlsx,TV Broadcasting & Software Production,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NECLIF,NECLIFE,Nectar Lifesciences Limited,EQ,INE023H01027,Nectar Lifesciences Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NEDBAN,NEDUNGBANK,Nedungadi Bank Ltd,EQ,INE586A01010,,,,,,,,,
NELCO,NELCO,Nelco Limited,EQ,INE045B01015,Tata Group,corporate_group_repository.xlsx,Computers Hardware & Equipments,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
NELLIM,NELCAST,Nelcast Limited,EQ,INE189I01024,Nelcast Group,corporate_group_repository.xlsx,Castings & Forgings,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Castings & Forgings
NEOCHE,NEOGEN,Neogen Chemicals Limited,EQ,INE136S01016,Neogen Chemical Group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,NEOGEN CHEMICALS LTD.,,,,
NEOSAC,NEOCORP,Neo Corp International Ltd,BE,INE851C01014,NCIL Group,corporate_group_repository.xlsx,PACKAGING,nse_getSymbolData.basicIndustry,,MANUFACTURING,INDUSTRIAL MANUFACTURING,INDUSTRIAL PRODUCTS,PACKAGING
NEPAGR,NEPCAGRO,Nepc Agro Foods Ltd,EQ,INE587A01018,,,,,,,,,
NEPHEA,NEPHROPLUS,Nephrocare Health Serv L,EQ,INE428V01029,,,Healthcare Service Provider,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
NEPTEX,NEPCTEX,Nepc Textiles Ltd,EQ,INE574B01022,,,,,,,,,
NESCO,NESCO,Nesco Limited,EQ,INE317F01035,Patel J.V. Group [New Std. Engg.],corporate_group_repository.xlsx,Services,ind_niftytotalmarket_list.csv,NESCO Ltd.,,,,
NESIND,NESTLEIND,Nestle India Limited,EQ,INE239A01024,,,Fast Moving Consumer Goods,ind_niftytotalmarket_list.csv,Nestle India Ltd.,,,,
NETFLI,NETFINCO,Netflier Finco Limited,EQ,INE068I01012,,,,,,,,,
NETINF,NETVISTAIT,Netvista Information Tech Ltd,BE,INE738A01017,,,,,,,,,
NETPEO,NPST,Network People Services Tech,EQ,INE0FFK01017,Network People Services Technologies Group,corporate_group_repository.xlsx,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
NETSTO,MONARCH,Monarch Networth Capital Ltd,EQ,INE903D01011,MNCL Group,corporate_group_repository.xlsx,Stockbroking & Allied,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
NETTEC,NETWEB,Netweb Technologies India Ltd,EQ,INE0NT901020,Netweb Technologies Group,corporate_group_repository.xlsx,Information Technology,ind_niftytotalmarket_list.csv,Netweb Technologies India Ltd.,,,,
NETW18,NETWORK18,Network 18 Media & Investments,EQ,INE870H01013,Reliance Group [Mukesh Ambani],corporate_group_repository.xlsx,Media Entertainment & Publication,ind_niftytotalmarket_list.csv,Network18 Media & Investments Ltd.,,,,
NEULAB,NEULANDLAB,Neuland Laboratories Limited,EQ,INE794A01010,Neuland Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Neuland Laboratories Ltd.,,,,
NEWIN,NIACL,The New India Assurance Co Ltd,EQ,INE470Y01017,The New India Assurance Compan Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,The New India Assurance Company Ltd.,,,,
NEWSOF,NEWGEN,Newgen Software Technologies,EQ,INE619B01017,Newgen Group,corporate_group_repository.xlsx,Information Technology,ind_niftytotalmarket_list.csv,Newgen Software Technologies Ltd.,,,,
NEXMED,NEXTMEDIA,Next Mediaworks Ltd,EQ,INE747B01016,HT Media Group,corporate_group_repository.xlsx,Media & Entertainment,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
NEYLIG,NLCINDIA,Nlc India Limited,EQ,INE589A01014,NLCIL Group,corporate_group_repository.xlsx,Power,ind_niftytotalmarket_list.csv,NLC India Ltd.,,,,
NGLFIN,NGLFINE,Ngl Fine Chem Limited,EQ,INE887E01022,N G L Fine-Chem Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NHPC,NHPC,Nhpc Limited,EQ,INE848E01016,Nhpc  Group,corporate_group_repository.xlsx,Power,ind_niftytotalmarket_list.csv,NHPC Ltd.,,,,
NICCOR,NICCO,Nicco Corporation Ltd,BE,INE241C01026,,,CABLES - ELECTRICALS,nse_getSymbolData.basicIndustry,,MANUFACTURING,INDUSTRIAL MANUFACTURING,INDUSTRIAL PRODUCTS,CABLES - ELECTRICALS
NICEME,NIRAJ,Niraj Cement Structurals Limit,EQ,INE368I01016,Niraj Cement Group,corporate_group_repository.xlsx,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
NIFBEE,NIFTYBEES,Nippon India Etf Nifty 50 Bees,EQ,INF204KB14I2,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIFCP,SDL24BEES,Nippon Ind Etf Nifty Cpse 2024,EQ,INF204KB18W4,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIFJUN,JUNIORBEES,Nippon Ind Etf Nifnxt50 Jr Bee,EQ,INF732E01045,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIFUTI,UTISUNDER,Uti Mutual Etf,EQ,INF789F01042,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIILEA,NIITMTS,Niit Learning Systems Limited,EQ,INE342G01023,NIIT Group,corporate_group_repository.xlsx,Education,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
NIIT,NIITLTD,Niit Limited,EQ,INE161A01038,N I I T Group,corporate_group_repository.xlsx,Education,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
NIITEC,COFORGE,Coforge Limited,EQ,INE591G01025,,,Information Technology,ind_niftytotalmarket_list.csv,Coforge Ltd.,,,,
NILINF,NILAINFRA,Nila Infrastructures Ltd,EQ,INE937C01029,Sambhaav Group,corporate_group_repository.xlsx,Residential Commercial Projects,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
NILLIM,NILKAMAL,Nilkamal Limited,EQ,INE310A01015,Nilkamal Group,corporate_group_repository.xlsx,Plastic Products - Consumer,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
NILSPA,NILASPACES,Nila Spaces Limited,EQ,INE00S901012,Sambhaav Group,corporate_group_repository.xlsx,Residential Commercial Projects,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
NINSYS,NINSYS,Nintec Systems Ltd,EQ,INE395U01014,Nintec Systems Group,corporate_group_repository.xlsx,Computers - Software & Consulting,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
NIPAUT,AUTOBEES,Nippon India Nifty Auto Etf,EQ,INF204KC1337,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIPB30,SNXT30BEES,Nippon India Sensex Nxt 30 Etf,EQ,INF204KC1EZ3,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIPGIL,GILT5YBEES,Nippon India Etf 5 Year Gilt,EQ,INF204KC1030,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIPL1D,LIQGRWBEES,Nippon India Nifty 1d Liq Etf,EQ,INF204KC1FU1,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIPMFG,MANUFGBEES,Nippon India Nif Ind Manfg Etf,EQ,INF204KC1GH6,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIPNIT,ITBEES,Nippon India Etf Nifty It,EQ,INF204KB15V2,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIPPHA,PHARMABEES,Nippon India Nifty Pharma Etf,EQ,INF204KC1089,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIPSDL,SDL26BEES,Nippon Ind Etf Nifty Sdl  2026,EQ,INF204KC1022,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIPSIL,SILVERBEES,Nippon India Silver Etf,EQ,INF204KC1402,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIRISP,NIRAJISPAT,Niraj Ispat Industries Limited,BE,INE326T01011,Niraj Ispat Inds. Group,corporate_group_repository.xlsx,Plastic Products - Consumer,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
NIRLON,NIRLON,Nirlon Limited,EQ,INE910A01012,Nirlon Group,corporate_group_repository.xlsx,,,,,,,
NIRMA,NIRMA,Nirma Ltd,EQ,INE091A01029,,,PERSONAL CARE,nse_getSymbolData.basicIndustry,,CONSUMER,CONSUMER GOODS,CONSUMER NON DURABLES,PERSONAL CARE
NISCOP,NCOPPER,Nissan Copper Limited,BE,INE846H01039,Nissan Copper Group,corporate_group_repository.xlsx,,,,,,,
NITENG,NITIRAJ,Nitiraj Engineers Limited,EQ,INE439T01012,Nitiraj Engineers Group,corporate_group_repository.xlsx,Other Electrical Equipment,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
NITEST,NITESHEST,Satchmo Holdings Limited,BE,INE639K01016,Satchmo Holdings Group,corporate_group_repository.xlsx,,,,,,,
NITFIR,NITINFIRE,Nitin Fire Protection Industri,BE,INE489H01020,Nitin Group,corporate_group_repository.xlsx,,,,,,,
NITGEL,KERALACHEM,Nitta Gelatin India Limited,EQ,INE265B01019,Nitta Gelatin group (F),corporate_group_repository.xlsx,,,,,,,
NITLIM,NITCO,Nitco Limited,EQ,INE858F01012,Nitco Group,corporate_group_repository.xlsx,Ceramics,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
NITSPI,NITINSPIN,Nitin Spinners Ltd,EQ,INE229H01012,NITIN SPINNERS Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
NIVBUP,NIVABUPA,Niva Bupa Health Insur Com Ltd,EQ,INE995S01015,,,Financial Services,ind_niftytotalmarket_list.csv,Niva Bupa Health Insurance Company Ltd.,,,,
NIVMER,STARTECK,Starteck Finance Limited,EQ,INE992I01013,Sunteck Promoter Group,corporate_group_repository.xlsx,Non Banking Financial Company (NBFC),nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NKIND,NKIND,Nkindustries Ltd,EQ,INE542C01019,NK Group,corporate_group_repository.xlsx,Edible Oil,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NMDSTE,NSLNISP,Nmdc Steel Limited,EQ,INE0NNS01018,Nmdc Steel  Group,corporate_group_repository.xlsx,Metals & Mining,ind_niftytotalmarket_list.csv,NMDC Steel Ltd.,,,,
NOCIL,NOCIL,Nocil Limited,EQ,INE163A01018,Arvind Mafatlal Group,corporate_group_repository.xlsx,Specialty Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NOITOL,NOIDATOLL,Noida Toll Bridge Company Ltd,EQ,INE781B01015,I L & F S Group,corporate_group_repository.xlsx,Road Assets - Toll Annuity Hybrid-Annuity,nse_getSymbolData.basicIndustry,,Services,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity
NORARC,NORTHARC,Northern Arc Capital Limited,EQ,INE850M01015,,,Non Banking Financial Company (NBFC),nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NORCOM,NGCT,Northgate Com Tech Limited,EQ,INE970N01019,,,IT ENABLED SERVICES - SOFTWARE,nse_getSymbolData.basicIndustry,,IT,IT,SOFTWARE,IT ENABLED SERVICES - SOFTWARE
NOREAS,NECCLTD,North Eastern Carrying Corp Lt,EQ,INE553C01016,NECC Group,corporate_group_repository.xlsx,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
NORRE1,NECLTD-RE,North Ea Ca Co Ltd Re,BE,INE553C20016,,,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
NORTEA,NORBTEAEXP,Norben Tea & Exports Ltd,BE,INE369C01017,Norben Tea & Exports Group,corporate_group_repository.xlsx,,,,,,,
NOVAGR,NOVAAGRI,Nova Agritech Limited,EQ,INE02H701025,,,Fertilizers,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NOVART,NOVARTIND,Novartis India Limited,EQ,INE234A01025,Novartis Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NOVIND,NOVOPANIND,Novopan Industries Limited,EQ,INE460B01016,,,Plywood Boards/ Laminates,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
NOVIRO,NOVAIRNSTL,Nova Iron & Steel Ltd,BE,INE608C01026,Nova Group,corporate_group_repository.xlsx,,,,,,,
NRAGAR,NRAIL,Nragarwal Industries Ltd,EQ,INE740D01017,N R Agarwal Group,corporate_group_repository.xlsx,Paper & Paper Products,nse_getSymbolData.basicIndustry,,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NRARE1,NARMA-RE,Narmada Agrobase Limited Re,BE,INE117Z20011,,,Animal Feed,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
NRBBEA,NRBBEARING,Nrb Bearings Ltd,EQ,INE349A01021,N R B Bearings Group,corporate_group_repository.xlsx,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NRBIND,NIBL,Nrb Industrial Bearings Ltd,EQ,INE047O01014,N R B Bearings Group,corporate_group_repository.xlsx,Abrasives & Bearings,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
NRC,NRC,Nrc Limited,BE,INE953C01018,,,MAN MADE FIBRES/BLENDED,nse_getSymbolData.basicIndustry,,CONSUMER,TEXTILES,TEXTILES - SYNTHETIC,MAN MADE FIBRES/BLENDED
NTPC,NTPC,Ntpc Limited,EQ,INE733E01010,NTPC Group,corporate_group_repository.xlsx,Power,ind_niftytotalmarket_list.csv,NTPC Ltd.,,,,
NTPGRE,NTPCGREEN,Ntpc Green Energy Limited,EQ,INE0ONG01011,,,Power,ind_niftytotalmarket_list.csv,NTPC Green Energy Ltd.,,,,
NTPOFS,NTPOFS,Ntpc Ltd Ofs,EQ,INE000000014,,,,,,,,,
NUCHEM,NUCHEM,Nuchem Ltd,BE,INE946A01016,Nuchem Group,corporate_group_repository.xlsx,PLYWOOD BOARDS/ LAMINATES,nse_getSymbolData.basicIndustry,,CONSUMER,CONSUMER GOODS,CONSUMER DURABLES,PLYWOOD BOARDS/ LAMINATES
NUCSOF,NUCLEUS,Nucleus Software Exports Ltd,EQ,INE096B01018,Nucleus Software Group,corporate_group_repository.xlsx,Software Products,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Software,Software Products
NURLIM,NURECA,Nureca Limited,EQ,INE0DSF01015,Nureca Group,corporate_group_repository.xlsx,Medical Equipment & Supplies,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
NUTIND,NUTEK,Nu Tek India Limited,BE,INE318J01027,Nu Tek Group,corporate_group_repository.xlsx,TELECOM - EQUIPMENT,nse_getSymbolData.basicIndustry,,TELECOMMUNICATIONS,TELECOM,TELECOM -  EQUIPMENT & ACCESSORIES,TELECOM - EQUIPMENT
NUVVIS,NUVOCO,Nuvoco Vistas Corporation Ltd,EQ,INE118D01016,Nirma Group,corporate_group_repository.xlsx,Construction Materials,ind_niftytotalmarket_list.csv,Nuvoco Vistas Corporation Ltd.,,,,
NUVWEA,NUVAMA,Nuvama Wealth Management,EQ,INE531F01023,,,Financial Services,ind_niftytotalmarket_list.csv,Nuvama Wealth Management Ltd.,,,,
NXTRE1,NXTDIG-RE,Nxtdigital Ltd Rights Entitlem,BE,INE353A20015,,,TV BROADCASTING & SOFTWARE PRODUCTION,nse_getSymbolData.basicIndustry,,CONSUMER,MEDIA ENTERTAINMENT & PUBLICATION,ENTERTAINMENT,TV BROADCASTING & SOFTWARE PRODUCTION
OBEREA,OBEROIRLTY,Oberoi Realty Limited,EQ,INE093I01010,Oberoi Realty Group,corporate_group_repository.xlsx,Realty,ind_niftytotalmarket_list.csv,Oberoi Realty Ltd.,,,,
OCCLIM,OCCLLTD,Occl Limited,EQ,INE0PK601023,,,Commodity Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
OCLIND,OCL,Ocl India Ltd,EQ,INE290B01025,Dalmia Group,corporate_group_repository.xlsx,CEMENT,nse_getSymbolData.basicIndustry,,COMMODITIES,CEMENT & CEMENT PRODUCTS,CEMENT,CEMENT
