icici_code,nse_symbol,company_name,series,isin_code,group,group_source,industry,industry_source,nifty_company_name,nse_macro,nse_sector,nse_industry_info,nse_basic_industry
OCLIRO,OISL,Ocl Iron And Steel Limited,BE,INE196J01019,OCL Iron & Steel Group,corporate_group_repository.xlsx,,,,,,,
OCTINV,OCTAV,Octav Investments Limited,EQ,INE120J01019,,,,,,,,,
ODICEM,DALBHARAT,Dalmia Bharat Limited,EQ,INE00R701025,Dalmia Bharat Group,corporate_group_repository.xlsx,Construction Materials,ind_niftytotalmarket_list.csv,Dalmia Bharat Ltd.,,,,
ODICON,ODIGMA,Odigma Consultancy Soln Ltd,EQ,INE054301028,,,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
OILCOU,OILCOUNTUB,Oil Country Tubular Ltd,EQ,INE591A01010,Kamineni Group,corporate_group_repository.xlsx,Oil Equipment & Services,nse_getSymbolData.basicIndustry,,Energy,Oil Gas & Consumable Fuels,Oil,Oil Equipment & Services
OILIND,OIL,Oil India Limited,EQ,INE274J01014,Oil India  Group,corporate_group_repository.xlsx,Oil Gas & Consumable Fuels,ind_niftytotalmarket_list.csv,Oil India Ltd.,,,,
OLAELE,OLAELEC,Ola Electric Mobility Limited,EQ,INE0LXG01040,,,Automobile and Auto Components,ind_niftytotalmarket_list.csv,Ola Electric Mobility Ltd.,,,,
OMAAUT,OMAXAUTO,Omax Autos Limited,EQ,INE090B01011,OMAX Group,corporate_group_repository.xlsx,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
OMALIM,OMAXE,Omaxe Limited,EQ,INE800H01010,Omaxe group,corporate_group_repository.xlsx,Residential Commercial Projects,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
OMFREI,OMFREIGHT,Om Freight Forwarders Ltd,EQ,INE1BZC01019,,,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
OMMETA,OMINFRAL,Om Infra Limited,EQ,INE239D01028,Om Kothari Group,corporate_group_repository.xlsx,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
OMNENG,OMNI,Omnitech Engineering Ltd,EQ,INE0UH301010,,,Industrial Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
ONE97,PAYTM,One 97 Communications Paytm,EQ,INE982J01020,Paytm (C) Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,One 97 Communications Ltd.,,,,
ONECAP,ONELIFECAP,Onelife Capital Advisors Ltd,EQ,INE912L01015,Onelife Capital Advisors Group,corporate_group_repository.xlsx,Stockbroking & Allied,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ONEMOB,MOBIKWIK,One Mobikwik Systems Limited,EQ,INE0HLU01028,,,Financial Technology (Fintech),nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
ONEPOI,ONEPOINT,One Point One Solutions Ltd,EQ,INE840Y01029,One Point One Solutions Group,corporate_group_repository.xlsx,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
ONESPE,ONESOURCE,Onesource Specialty Pharma Ltd,EQ,INE013P01021,,,Healthcare,ind_niftytotalmarket_list.csv,Onesource Specialty Pharma Ltd.,,,,
ONG360,GOLD360,360 One Gold Etf,EQ,INF579M01BB5,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ONGC,ONGC,Oil And Natural Gas Corporatio,EQ,INE213A01029,ONGC Group,corporate_group_repository.xlsx,Oil Gas & Consumable Fuels,ind_niftytotalmarket_list.csv,Oil & Natural Gas Corporation Ltd.,,,,
ONMGLO,ONMOBILE,Onmobile Global Limited,EQ,INE809I01019,OnMobile (F) Group,corporate_group_repository.xlsx,Web based media and service,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Media,Web based media and service
ONWTEC,ONWARDTEC,Onward Technologies Ltd,EQ,INE229A01017,Onward Technologies Group,corporate_group_repository.xlsx,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
OPTCIR,OPTOCIRCUI,Opto Circuits (India) Limited,BE,INE808B01016,Opto Circuits Group,corporate_group_repository.xlsx,Medical Equipment & Supplies,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
OPTINF,OPTIEMUS,Optiemus Infracom Limited,EQ,INE350C01017,Optiemus Group,corporate_group_repository.xlsx,Telecommunication,ind_niftytotalmarket_list.csv,Optiemus Infracom Ltd.,,,,
ORAFIN,OFSS,Oracle Financial Services Soft,EQ,INE881D01027,OFSS (F) Group,corporate_group_repository.xlsx,Information Technology,ind_niftytotalmarket_list.csv,Oracle Financial Services Software Ltd.,,,,
ORBEXP,ORBTEXP,Orbit Exports Ltd,EQ,INE231G01010,Orbit Exports Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ORCPHA,ORCHPHARMA,Orchid Pharma Limited,EQ,INE191A01027,Dhanuka Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Orchid Pharma Ltd.,,,,
ORIABR,ORIENTCER,Orient Ceratech  Limited,EQ,INE569C01020,Ashapura Group,corporate_group_repository.xlsx,Electrodes & Refractories,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
ORIBAN,ORIENTBANK,Oriental Bank Of Commerce,EQ,INE141A01014,OBC Group,corporate_group_repository.xlsx,BANKS,nse_getSymbolData.basicIndustry,,FINANCIAL SERVICES,FINANCIAL SERVICES,BANKS,BANKS
ORIBEL,ORIENTBELL,Orient Bell Limited,EQ,INE607D01018,Daga Group,corporate_group_repository.xlsx,Ceramics,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
ORIBEN,OBCL,Orissa Bengal Carrier Limited,EQ,INE426Z01016,OBCL Group,corporate_group_repository.xlsx,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
ORICAR,OCCL,Ag Ventures Limited,EQ,INE321D01016,Goenka J.P. Group,corporate_group_repository.xlsx,Commodity Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
ORICEM,ORIENTCEM,Orient Cement Limited,EQ,INE876N01018,Birla C.K. Group,corporate_group_repository.xlsx,Construction Materials,ind_niftytotalmarket_list.csv,Orient Cement Ltd.,,,,
ORICON,ORICONENT,Oricon Enterprises Ltd,EQ,INE730A01022,Parijat Group,corporate_group_repository.xlsx,Packaging,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Packaging
ORIELE,ORIENTELEC,Orient Electric Limited,EQ,INE142Z01019,Birla C.K. Group,corporate_group_repository.xlsx,Household Appliances,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
ORIGRE,GREENPOWER,Orient Green Power Company Lim,EQ,INE999K01014,Orient Green Power Group,corporate_group_repository.xlsx,Power Generation,nse_getSymbolData.basicIndustry,,Utilities,Power,Power,Power Generation
ORIHOT,ORIENTHOT,Oriental Hotels Ltd,EQ,INE750A01020,Tata Group,corporate_group_repository.xlsx,Hotels & Resorts,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
ORIINF,ORIENTINFO,Orient Information Techno,EQ,INE067B01019,,,,,,,,,
ORIMIN,ORISSAMINE,Orissa Minerals Development Co,EQ,INE725E01024,Bird Group,corporate_group_repository.xlsx,Industrial Minerals,nse_getSymbolData.basicIndustry,,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
ORIPAP,ORIENTPPR,Orient Paper & Industries Ltd,EQ,INE592A01026,Birla C.K. Group,corporate_group_repository.xlsx,Paper & Paper Products,nse_getSymbolData.basicIndustry,,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
ORIPRE,ORIENTLTD,Orient Press Ltd,EQ,INE609C01024,Maheshwari Group,corporate_group_repository.xlsx,Packaging,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Packaging
ORIRE1,GREEN-RE1,Orient Green Pow Company Re,BE,INE999K20022,,,Power Generation,nse_getSymbolData.basicIndustry,,Utilities,Power,Power,Power Generation
ORIREF,RHIM,Rhi Magnesita India Ltd,EQ,INE743M01012,R H I Magnesita (F) Group,corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,RHI MAGNESITA INDIA LTD.,,,,
ORITEC,ORIENTTECH,Orient Technologies Limited,EQ,INE0PPK01015,,,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
ORITRI,ORIENTALTL,Oriental Trimex Limited,EQ,INE998H01012,Oriental Trimex Group,corporate_group_repository.xlsx,Granites & Marbles,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
ORLIND,ORKLAINDIA,Orkla India Limited,EQ,INE16NZ01023,,,Other Food Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
ORRRE1,ORIENT-RE,Oriental Trimex Limited Re,BE,INE998H20012,,,Granites & Marbles,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
ORTLAB,ORTINGLOBE,Ortin Global Limited,BE,INE749B01020,Ortin Laboratories Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
OSIHYP,OSIAHYPER,Osia Hyper Retail Limited,EQ,INE06IR01021,Osia Hyper Group,corporate_group_repository.xlsx,Diversified Retail,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
OSWAGR,OSWALAGRO,Oswal Agro Mills Ltd,EQ,INE142A01012,Abhey Oswal Group,corporate_group_repository.xlsx,Trading & Distributors,nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Trading & Distributors
OSWGRE,OSWALGREEN,Oswal Greentech Limited,EQ,INE143A01010,Abhey Oswal Group,corporate_group_repository.xlsx,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
OSWPUM,OSWALPUMPS,Oswal Pumps Limited,EQ,INE0BYP01024,,,Capital Goods,ind_niftytotalmarket_list.csv,Oswal Pumps Ltd.,,,,
OTIELE,OTIS,Otis Elevator Company (I),EQ,INE099A01014,,,,,,,,,
OUDSUG,OUDHSUG,Oudh Sugar Mills Ltd,EQ,INE594A01014,Birla K.K. Group,corporate_group_repository.xlsx,SUGAR,nse_getSymbolData.basicIndustry,,CONSUMER,CONSUMER GOODS,CONSUMER NON DURABLES,SUGAR
PACDIG,PACEDIGITK,Pace Digitek Ltd,EQ,INE0S3G01027,,,Telecom - Infrastructure,nse_getSymbolData.basicIndustry,,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
PADPOL,PADMINPOLY,Padmini Technologies Limited,EQ,INE114B01019,,,,,,,,,
PADTEL,PADMALAYAT,Padmalaya Telefilms Ltd,BE,INE243B01016,Padmalaya Telefilms Group,corporate_group_repository.xlsx,,,,,,,
PAGIND,PAGEIND,Page Industries Ltd,EQ,INE761H01022,Genomal (F) group,corporate_group_repository.xlsx,Textiles,ind_niftytotalmarket_list.csv,Page Industries Ltd.,,,,
PALSEC,PALASHSECU,Palash Securities Limited,EQ,INE471W01019,Birla K.K. Group,corporate_group_repository.xlsx,Packaged Foods,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
PALTEC,PALREDTEC,Palred Technologies Limited,EQ,INE218G01033,Palred Group,corporate_group_repository.xlsx,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
PANBIO,PANACEABIO,Panacea Biotec Ltd,EQ,INE922B01023,Panacea Biotec Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
PANCAR,PANCARBON,Panasonic Carbon India Coltd,EQ,INE013E01017,Panasonic (F) Group,corporate_group_repository.xlsx,ELECTRODES,nse_getSymbolData.basicIndustry,,MANUFACTURING,INDUSTRIAL MANUFACTURING,INDUSTRIAL PRODUCTS,ELECTRODES
PANCOR,SRGINFOTEC,Pan India Corporation Ltd,BE,INE376A01032,S R G Infotec Group,corporate_group_repository.xlsx,COMPUTERS - SOFTWARE,nse_getSymbolData.basicIndustry,,IT,IT,SOFTWARE,COMPUTERS - SOFTWARE
PANDEV,PANSARI,Pansari Developers Limited,EQ,INE697V01011,Pansari Group,corporate_group_repository.xlsx,Residential Commercial Projects,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
PANDIG,PANACHE,Panache Digilife Ltd,BE,INE895W01019,Panache Digilife Group,corporate_group_repository.xlsx,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
PANENE,LAKHNNATNL,Panasonic Energy India Co Ltd,EQ,INE795A01017,Panasonic (F) Group,corporate_group_repository.xlsx,,,,,,,
PANORG,PANCHSHEEL,Panchsheel Organic Ltd,EQ,INE316G01019,Panchsheel Group,corporate_group_repository.xlsx,PHARMACEUTICALS,nse_getSymbolData.basicIndustry,,HEALTHCARE,PHARMA,PHARMACEUTICALS,PHARMACEUTICALS
PANPET,PANAMAPET,Panama Petrochem Ltd,EQ,INE305C01029,Panama Petrochem Group,corporate_group_repository.xlsx,Lubricants,nse_getSymbolData.basicIndustry,,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
PARAGR,PARRYAGRO,Parry Agro Industries Ltd,EQ,INE187C01013,,,,,,,,,
PARALU,PARAL,Parekh Aluminex Limited,BE,INE620C01013,Parekh Aluminex Group,corporate_group_repository.xlsx,,,,,,,
PARCOM,PARACABLES,Paramount Communications Ltd,EQ,INE074B01023,Paramount Cables Group,corporate_group_repository.xlsx,Cables - Electricals,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Cables - Electricals
PARCON,LOTTEINDIA,Lotte India Corporation Ltd,EQ,INE185A01011,,,,,,,,,
PARDE,PARSVNATH,Parsvnath Developers Limited,EQ,INE561H01026,Parsvnath Group,corporate_group_repository.xlsx,Residential Commercial Projects,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
PARDEF,PARAS,Paras Defence And Space Tech,EQ,INE045601023,,,Capital Goods,ind_niftytotalmarket_list.csv,Paras Defence and Space Technologies Ltd.,,,,
PARDR,PAR,Par Drugs And Chemicals Ltd,EQ,INE04LG01015,Par Drugs & Chemicals Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
PARE1,PATEL-RE,Patel Engineering Ltd Re,BE,INE244B20014,,,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
PARE2,PATELEG-RE,Patel Engineering Re,BE,INE244B20022,,,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
PARGOL,BBNPPGOLD,Baroda Bnp Paribas Gold Etf,EQ,INF251K01SU9,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
PARMED,PARKHOSPS,Park Medi World Limited,EQ,INE119201023,,,Hospital,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Healthcare Services,Hospital
PARMIL,PARAGMILK,Parag Milk Foods Limited,EQ,INE883N01014,Parag Group,corporate_group_repository.xlsx,Dairy Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
PARPET,PARASPETRO,Paras Petrofils Limited,BE,INE162C01024,Paras Group,corporate_group_repository.xlsx,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
PARPHO,PARADEEP,Paradeep Phosphates Limited,EQ,INE088F01024,Adventz Group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,Paradeep Phosphates Ltd.,,,,
PARPLA,PAREKHPLAT,Parekh Platinum Ltd,BE,INE598A01015,,,GEMS JEWELLERY AND WATCHES,nse_getSymbolData.basicIndustry,,CONSUMER,CONSUMER GOODS,CONSUMER DURABLES,GEMS JEWELLERY AND WATCHES
PARPRI,PARAPRINT,Paramount Printpackaging Limit,BE,INE702L01010,,,,,,,,,
PARSUG,PARRYSUGAR,Parrys Sugar Industries Ltd,EQ,INE353B01021,,,SUGAR,nse_getSymbolData.basicIndustry,,CONSUMER,CONSUMER GOODS,CONSUMER NON DURABLES,SUGAR
PASACR,PASUPTAC,Pasupati Acrylon Ltd,EQ,INE818B01023,Pasupati Acrylon Group,corporate_group_repository.xlsx,Petrochemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
PASFAB,PASUPATI,Pasupati Fabrics Ltd,EQ,INE095D01024,,,,,,,,,
PATCOM,PATNI,Patni Computer Systems Limited,EQ,INE660F01012,,,Computers - Software & Consulting,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
PATEN,PATELENG,Patel Engineering Limited,EQ,INE244B01030,Patel Group,corporate_group_repository.xlsx,Construction,ind_niftytotalmarket_list.csv,Patel Engineering Ltd.,,,,
PATIND,PATSPINLTD,Patspin India Ltd,EQ,INE790C01014,GTN Group,corporate_group_repository.xlsx,SPINNING-COTTON/BLENDED,nse_getSymbolData.basicIndustry,,CONSUMER,TEXTILES,TEXTILES - COTTON,SPINNING-COTTON/BLENDED
PATINT,PATINTLOG,Patel Integrated Logistics Ltd,EQ,INE529D01014,Patel Roadways Group,corporate_group_repository.xlsx,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
PATRE1,PATINT-RE2,Patel Integ Logistics Ltd Re,BE,INE529D20030,,,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
PATRET,PATELRMART,Patel Retail Limited,EQ,INE0R8B01010,,,Diversified Retail,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
PAUSHA,PAUSHAKLTD,Paushak Limited (Formerly Know,EQ,INE111F01024,,,Specialty Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
PAVIND,PAVNAIND,Pavna Industries Limited,EQ,INE07S101038,,,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
PBAINF,PBAINFRA,Pba Infrastructure Limited,BE,INE160H01019,P B A Infrastructure Group,corporate_group_repository.xlsx,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
PBFINT,POLICYBZR,Pb Fintech Ltd,EQ,INE417T01026,P B Fintech Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,PB Fintech Ltd.,,,,
PCJEW,PCJEWELLER,Pc Jeweller Limited,EQ,INE785M01021,,,Consumer Durables,ind_niftytotalmarket_list.csv,PC Jeweller Ltd.,,,,
PDSMUL,PDSL,Pds Limited,EQ,INE111Q01021,Pearl Pet Group,corporate_group_repository.xlsx,Trading - Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
PEAENG,PEPL,Pearl Engineering Polymers Ltd,EQ,INE843A01023,,,PLASTIC PRODUCTS,nse_getSymbolData.basicIndustry,,MANUFACTURING,INDUSTRIAL MANUFACTURING,INDUSTRIAL PRODUCTS,PLASTIC PRODUCTS
PEAGL,PGIL,Pearl Global Industries Ltd,EQ,INE940H01022,,,Textiles,ind_niftytotalmarket_list.csv,Pearl Global Industries Ltd.,,,,
PEAGLO,PEARLGLOBL,Pearl Global Ltd,EQ,INE787B01012,,,,,,,,,
PEAPOL,PEARLPOLY,Pearl Polymers Ltd,EQ,INE844A01013,Seth Group,corporate_group_repository.xlsx,Plastic Products - Consumer,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
PENALU,PENNARALUM,Pennar Aluminium Co Ltd,BE,INE057C01018,,,,,,,,,
PENCOM,PENTACOMMU,Pentasoft Technologies,EQ,INE408A01017,,,,,,,,,
PENENG,PENPEBS,Pennar Engineered Building Sys,BE,INE455O01019,Pennar Group,corporate_group_repository.xlsx,,,,,,,
PENGRA,PENTSFWARE,Pentamedia Graphics Ltd,BE,INE202A01022,,,,,,,,,
PENIND,PENIND,Pennar Industries Ltd,EQ,INE932A01024,Pennar Group,corporate_group_repository.xlsx,Industrial Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
PENLAN,PENINLAND,Peninsula Land Limited,EQ,INE138A01028,Piramal Ashok Group,corporate_group_repository.xlsx,Residential Commercial Projects,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
